Investment Name,Artist,Artwork,Est. NAV Per Share,Implied Gross Change,Last Appraisal Date,Total,Quantity,Ask,Variation %
Masterworks 046,Carmen Herrera,Green and Orange,19.82,-0.9%,03/31/22,24.50,1,24.5,-19.10204081632653
Masterworks 033,Lucio Fontana,Concetto Spaziale,20.22,1.1%,03/31/22,"1,875",75,25.0,-19.120000000000005
Masterworks 033,Lucio Fontana,Concetto Spaziale,20.22,1.1%,03/31/22,625,25,25.0,-19.120000000000005
Masterworks 033,Lucio Fontana,Concetto Spaziale,20.22,1.1%,03/31/22,250,10,25.0,-19.120000000000005
Masterworks 033,Lucio Fontana,Concetto Spaziale,20.22,1.1%,03/31/22,"6,250",250,25.0,-19.120000000000005
Masterworks 005,Alex Katz,Maxine,20.97,4.9%,03/31/22,"1,300",50,26.0,-19.34615384615385
Masterworks 001,Andy Warhol,1 Colored Marilyn (Reversal Series),17.37,-13.2%,03/31/22,754.25,35,21.55,-19.39675174013921
Masterworks 008,Kaws,Far Away Friends,20.95,4.8%,03/31/22,"1,300",50,26.0,-19.423076923076927
Masterworks 055,Agnes Martin,Untitled #12,20.0,0,0,225,9,25.0,-20.0
Masterworks 060,Chu Teh-Chun,Atmosphere Hivernale,20.0,0,0,400,16,25.0,-20.0
Masterworks 062,Gerhard Richter,Abstraktes Bild (908-8),20.0,0,0,625,25,25.0,-20.0
Masterworks 062,Gerhard Richter,Abstraktes Bild (908-8),20.0,0,0,"1,250",50,25.0,-20.0
Masterworks 063,Yayoi Kusama,Infinity Nets,20.0,0,0,"1,250",50,25.0,-20.0
Masterworks 063,Yayoi Kusama,Infinity Nets,20.0,0,0,250,10,25.0,-20.0
Masterworks 071,Andy Warhol,Dollar Sign,20.0,0,0,"12,500",500,25.0,-20.0
Masterworks 007,Cecily Brown,Girl Trouble,36.76,83.8%,03/31/22,230,5,46.0,-20.086956521739136
Masterworks 040,Adrian Ghenie,Lidless Eyes,19.73,-1.4%,03/31/22,"4,938",200,24.69,-20.089104900769545
Masterworks 001,Andy Warhol,1 Colored Marilyn (Reversal Series),17.37,-13.2%,03/31/22,109.25,5,21.85,-20.503432494279178
Masterworks 044,Jean-Michel Basquiat,Mississippi,25.39,27.0%,03/31/22,160,5,32.0,-20.65625
Masterworks 046,Carmen Herrera,Green and Orange,19.82,-0.9%,03/31/22,125,5,25.0,-20.72
Masterworks 046,Carmen Herrera,Green and Orange,19.82,-0.9%,03/31/22,625,25,25.0,-20.72
Masterworks 046,Carmen Herrera,Green and Orange,19.82,-0.9%,03/31/22,25,1,25.0,-20.72
Masterworks 046,Carmen Herrera,Green and Orange,19.82,-0.9%,03/31/22,25,1,25.0,-20.72
Masterworks 046,Carmen Herrera,Green and Orange,19.82,-0.9%,03/31/22,625,25,25.0,-20.72
Masterworks 056,Yayoi Kusama,Untitled,19.82,-0.9%,03/31/22,250,10,25.0,-20.72
Masterworks 056,Yayoi Kusama,Untitled,19.82,-0.9%,03/31/22,250,10,25.0,-20.72
Masterworks 056,Yayoi Kusama,Untitled,19.82,-0.9%,03/31/22,"1,250",50,25.0,-20.72
Masterworks 057,Sam Gilliam,Through,19.82,-0.9%,03/31/22,"1,000",40,25.0,-20.72
Masterworks 046,Carmen Herrera,Green and Orange,19.82,-0.9%,03/31/22,25,1,25.0,-20.72
Masterworks 057,Sam Gilliam,Through,19.82,-0.9%,03/31/22,350,14,25.0,-20.72
Masterworks 050,Kazuo Shiraga,Kosha,19.8,-1.0%,03/31/22,"1,250",50,25.0,-20.799999999999997
Masterworks 050,Kazuo Shiraga,Kosha,19.8,-1.0%,03/31/22,"3,125",125,25.0,-20.799999999999997
Masterworks 049,Chu Teh-Chun,Printemps Hivernal ,19.79,-1.1%,03/31/22,625,25,25.0,-20.840000000000003
Masterworks 049,Chu Teh-Chun,Printemps Hivernal ,19.79,-1.1%,03/31/22,625,25,25.0,-20.840000000000003
Masterworks 049,Chu Teh-Chun,Printemps Hivernal ,19.79,-1.1%,03/31/22,125,5,25.0,-20.840000000000003
Masterworks 049,Chu Teh-Chun,Printemps Hivernal ,19.79,-1.1%,03/31/22,"1,250",50,25.0,-20.840000000000003
Masterworks 049,Chu Teh-Chun,Printemps Hivernal ,19.79,-1.1%,03/31/22,625,25,25.0,-20.840000000000003
Masterworks 049,Chu Teh-Chun,Printemps Hivernal ,19.79,-1.1%,03/31/22,250,10,25.0,-20.840000000000003
Masterworks 019,Zao Wou-Ki,15.6.64,19.78,-1.1%,03/31/22,"3,125",125,25.0,-20.879999999999995
Masterworks 019,Zao Wou-Ki,15.6.64,19.78,-1.1%,03/31/22,25,1,25.0,-20.879999999999995
Masterworks 019,Zao Wou-Ki,15.6.64,19.78,-1.1%,03/31/22,"12,500",500,25.0,-20.879999999999995
Masterworks 019,Zao Wou-Ki,15.6.64,19.78,-1.1%,03/31/22,"1,250",50,25.0,-20.879999999999995
Masterworks 043,Keith Haring,Untitled,19.77,-1.2%,03/31/22,"1,250",50,25.0,-20.92
Masterworks 043,Keith Haring,Untitled,19.77,-1.2%,03/31/22,200,8,25.0,-20.92
Masterworks 001,Andy Warhol,1 Colored Marilyn (Reversal Series),17.37,-13.2%,03/31/22,"1,100",50,22.0,-21.045454545454543
Masterworks 001,Andy Warhol,1 Colored Marilyn (Reversal Series),17.37,-13.2%,03/31/22,"7,282",331,22.0,-21.045454545454543
Masterworks 040,Adrian Ghenie,Lidless Eyes,19.73,-1.4%,03/31/22,"3,125",125,25.0,-21.08
Masterworks 040,Adrian Ghenie,Lidless Eyes,19.73,-1.4%,03/31/22,"2,500",100,25.0,-21.08
Masterworks 040,Adrian Ghenie,Lidless Eyes,19.73,-1.4%,03/31/22,"1,250",50,25.0,-21.08
Masterworks 040,Adrian Ghenie,Lidless Eyes,19.73,-1.4%,03/31/22,25,1,25.0,-21.08
Masterworks 013,Kaws,Companion (Detail of Crowd Shot),20.48,2.4%,03/31/22,130,5,26.0,-21.230769230769226
Masterworks 035,Alex Katz,Grey Ribbon,19.69,-1.6%,03/31/22,"12,500",500,25.0,-21.239999999999995
Masterworks 035,Alex Katz,Grey Ribbon,19.69,-1.6%,03/31/22,125,5,25.0,-21.239999999999995
Masterworks 006,Jean-Michel Basquiat,The Mosque,20.46,2.3%,03/31/22,"1,040",40,26.0,-21.307692307692307
Masterworks 006,Jean-Michel Basquiat,The Mosque,20.46,2.3%,03/31/22,650,25,26.0,-21.307692307692307
Masterworks 006,Jean-Michel Basquiat,The Mosque,20.46,2.3%,03/31/22,"5,850",225,26.0,-21.307692307692307
Masterworks 034,Christopher Wool,Untitled (S77),19.67,-1.7%,03/31/22,"3,125",125,25.0,-21.319999999999993
Masterworks 024,Christopher Wool,Lazy and Stupid,19.63,-1.9%,03/31/22,"1,250",50,25.0,-21.480000000000004
Masterworks 023,Gunther Forg,Untitled,19.63,-1.9%,03/31/22,375,15,25.0,-21.480000000000004
Masterworks 024,Christopher Wool,Lazy and Stupid,19.63,-1.9%,03/31/22,"2,500",100,25.0,-21.480000000000004
Masterworks 024,Christopher Wool,Lazy and Stupid,19.63,-1.9%,03/31/22,"1,250",50,25.0,-21.480000000000004
Masterworks 024,Christopher Wool,Lazy and Stupid,19.63,-1.9%,03/31/22,375,15,25.0,-21.480000000000004
Masterworks 023,Gunther Forg,Untitled,19.63,-1.9%,03/31/22,"1,250",50,25.0,-21.480000000000004
Masterworks 020,Gunther Forg,Untitled,19.58,-2.1%,03/31/22,124.75,5,24.95,-21.523046092184373
Masterworks 052,Albert Oehlen,Stillebin mit Ingwertopf (Still Life with Ginger Pot),20.0,0,0,255,10,25.5,-21.568627450980394
Masterworks 020,Gunther Forg,Untitled,19.58,-2.1%,03/31/22,375,15,25.0,-21.680000000000007
Masterworks 020,Gunther Forg,Untitled,19.58,-2.1%,03/31/22,375,15,25.0,-21.680000000000007
Masterworks 004,Jonas Wood,Hammer 5,21.08,5.4%,03/31/22,27,1,27.0,-21.92592592592593
Masterworks 004,Jonas Wood,Hammer 5,21.08,5.4%,03/31/22,27,1,27.0,-21.92592592592593
Masterworks 027,Pierre Soulages,Peinture 181 x 91 cm,20.99,5.0%,03/31/22,"2,727",101,27.0,-22.259259259259263
Masterworks 005,Alex Katz,Maxine,20.97,4.9%,03/31/22,675,25,27.0,-22.33333333333334
Masterworks 038,Yayoi Kusama,Pumpkin,21.74,8.7%,03/31/22,140,5,28.0,-22.35714285714286
Masterworks 038,Yayoi Kusama,Pumpkin,21.74,8.7%,03/31/22,"4,200",150,28.0,-22.35714285714286
Masterworks 039,Mark Bradford,Value 47,23.26,16.3%,03/31/22,"15,000",500,30.0,-22.46666666666666
Masterworks 039,Mark Bradford,Value 47,23.26,16.3%,03/31/22,"15,000",500,30.0,-22.46666666666666
Masterworks 018,Keith Haring,Untitled,21.7,8.5%,03/31/22,420,15,28.0,-22.500000000000004
Masterworks 029,George Condo,The Age of Reason,22.39,12.0%,03/31/22,638,22,29.0,-22.793103448275858
Masterworks 021,Agnes Martin,Untitled #1,23.13,15.7%,03/31/22,750,25,30.0,-22.900000000000002
Masterworks 052,Albert Oehlen,Stillebin mit Ingwertopf (Still Life with Ginger Pot),20.0,0,0,"1,300",50,26.0,-23.076923076923077
Masterworks 071,Andy Warhol,Dollar Sign,20.0,0,0,26,1,26.0,-23.076923076923077
Masterworks 053,Christopher Wool,Untitled,20.0,0,0,"1,300",50,26.0,-23.076923076923077
Masterworks 047,George Condo,Listening to Voices,22.97,14.9%,03/31/22,"15,000",500,30.0,-23.433333333333337
Masterworks 047,George Condo,Listening to Voices,22.97,14.9%,03/31/22,300,10,30.0,-23.433333333333337
Masterworks 047,George Condo,Listening to Voices,22.97,14.9%,03/31/22,750,25,30.0,-23.433333333333337
Masterworks 031,Gunther Uecker,Weisses Feld,23.87,19.4%,03/31/22,"15,615",500,31.23,-23.56708293307717
Masterworks 046,Carmen Herrera,Green and Orange,19.82,-0.9%,03/31/22,"28,730","1,105",26.0,-23.769230769230766
Masterworks 057,Sam Gilliam,Through,19.82,-0.9%,03/31/22,390,15,26.0,-23.769230769230766
Masterworks 046,Carmen Herrera,Green and Orange,19.82,-0.9%,03/31/22,"1,300",50,26.0,-23.769230769230766
Masterworks 042,Jean-Michel Basquiat,Dark Milk,24.48,22.4%,03/31/22,160.60,5,32.12,-23.785803237858026
Masterworks 050,Kazuo Shiraga,Kosha,19.8,-1.0%,03/31/22,"1,300",50,26.0,-23.846153846153843
Masterworks 035,Alex Katz,Grey Ribbon,19.69,-1.6%,03/31/22,130,5,26.0,-24.269230769230766
Masterworks 035,Alex Katz,Grey Ribbon,19.69,-1.6%,03/31/22,26,1,26.0,-24.269230769230766
Masterworks 001,Andy Warhol,1 Colored Marilyn (Reversal Series),17.37,-13.2%,03/31/22,114.75,5,22.95,-24.313725490196074
Masterworks 036,Jean-Michel Basquiat,Untitled (Bracco di Ferro),26.09,30.5%,03/31/22,"1,725",50,34.5,-24.3768115942029
Masterworks 008,Kaws,Far Away Friends,20.95,4.8%,03/31/22,27.75,1,27.75,-24.504504504504506
Masterworks 015,Banksy,Monkey Poison,33.77,68.9%,03/31/22,"2,244",50,44.88,-24.754901960784313
Masterworks 027,Pierre Soulages,Peinture 181 x 91 cm,20.99,5.0%,03/31/22,"1,120",40,28.0,-25.03571428571429
Masterworks 008,Kaws,Far Away Friends,20.95,4.8%,03/31/22,140,5,28.0,-25.178571428571434
Masterworks 046,Carmen Herrera,Green and Orange,19.82,-0.9%,03/31/22,927.50,35,26.5,-25.207547169811317
Masterworks 041,Gerhard Richter,Ziege,23.98,19.9%,03/31/22,160.60,5,32.12,-25.342465753424648
Masterworks 029,George Condo,The Age of Reason,22.39,12.0%,03/31/22,"7,500",250,30.0,-25.366666666666664
Masterworks 036,Jean-Michel Basquiat,Untitled (Bracco di Ferro),26.09,30.5%,03/31/22,350,10,35.0,-25.457142857142856
Masterworks 036,Jean-Michel Basquiat,Untitled (Bracco di Ferro),26.09,30.5%,03/31/22,175,5,35.0,-25.457142857142856
Masterworks 036,Jean-Michel Basquiat,Untitled (Bracco di Ferro),26.09,30.5%,03/31/22,"5,250",150,35.0,-25.457142857142856
Masterworks 036,Jean-Michel Basquiat,Untitled (Bracco di Ferro),26.09,30.5%,03/31/22,"10,500",300,35.0,-25.457142857142856
Masterworks 002,Claude Monet,Coup de vent,22.28,11.4%,03/31/22,299,10,29.9,-25.48494983277591
Masterworks 002,Claude Monet,Coup de vent,22.28,11.4%,03/31/22,750,25,30.0,-25.73333333333333
Masterworks 002,Claude Monet,Coup de vent,22.28,11.4%,03/31/22,750,25,30.0,-25.73333333333333
Masterworks 002,Claude Monet,Coup de vent,22.28,11.4%,03/31/22,150,5,30.0,-25.73333333333333
Masterworks 011,Pierre Soulages,Peinture 102 x 130 cm,24.5,22.5%,03/31/22,165,5,33.0,-25.757575757575758
Masterworks 014,Joan Mitchell,Rhubarb,24.49,22.5%,03/31/22,429,13,33.0,-25.787878787878793
Masterworks 062,Gerhard Richter,Abstraktes Bild (908-8),20.0,0,0,674.75,25,26.99,-25.898480918858834
Masterworks 066,Adrian Ghenie,Antelope Attacked Near Gas Pipe,20.0,0,0,810,30,27.0,-25.925925925925924
Masterworks 053,Christopher Wool,Untitled,20.0,0,0,135,5,27.0,-25.925925925925924
Masterworks 071,Andy Warhol,Dollar Sign,20.0,0,0,486,18,27.0,-25.925925925925924
Masterworks 007,Cecily Brown,Girl Trouble,36.76,83.8%,03/31/22,248.50,5,49.7,-26.036217303822944
Masterworks 020,Gunther Forg,Untitled,19.58,-2.1%,03/31/22,132.50,5,26.5,-26.11320754716982
Masterworks 017,Andy Warhol,Little Electric Chair,20.67,3.4%,03/31/22,140,5,28.0,-26.178571428571423
Masterworks 017,Andy Warhol,Little Electric Chair,20.67,3.4%,03/31/22,28.02,1,28.02,-26.231263383297637
Masterworks 056,Yayoi Kusama,Untitled,19.82,-0.9%,03/31/22,134.95,5,26.99,-26.565394590589104
Masterworks 001,Andy Warhol,1 Colored Marilyn (Reversal Series),17.37,-13.2%,03/31/22,189.60,8,23.7,-26.708860759493664
Masterworks 043,Keith Haring,Untitled,19.77,-1.2%,03/31/22,135,5,27.0,-26.77777777777778
Masterworks 001,Andy Warhol,1 Colored Marilyn (Reversal Series),17.37,-13.2%,03/31/22,118.75,5,23.75,-26.86315789473684
Masterworks 006,Jean-Michel Basquiat,The Mosque,20.46,2.3%,03/31/22,"1,400",50,28.0,-26.928571428571423
Masterworks 035,Alex Katz,Grey Ribbon,19.69,-1.6%,03/31/22,270,10,27.0,-27.074074074074066
Masterworks 035,Alex Katz,Grey Ribbon,19.69,-1.6%,03/31/22,27,1,27.0,-27.074074074074066
Masterworks 052,Albert Oehlen,Stillebin mit Ingwertopf (Still Life with Ginger Pot),20.0,0,0,"6,875",250,27.5,-27.27272727272727
Masterworks 001,Andy Warhol,1 Colored Marilyn (Reversal Series),17.37,-13.2%,03/31/22,597.50,25,23.9,-27.322175732217563
Masterworks 038,Yayoi Kusama,Pumpkin,21.74,8.7%,03/31/22,150,5,30.0,-27.53333333333334
Masterworks 038,Yayoi Kusama,Pumpkin,21.74,8.7%,03/31/22,30,1,30.0,-27.53333333333334
Masterworks 039,Mark Bradford,Value 47,23.26,16.3%,03/31/22,160.60,5,32.12,-27.584059775840586
Masterworks 001,Andy Warhol,1 Colored Marilyn (Reversal Series),17.37,-13.2%,03/31/22,216,9,24.0,-27.624999999999993
Masterworks 001,Andy Warhol,1 Colored Marilyn (Reversal Series),17.37,-13.2%,03/31/22,120,5,24.0,-27.624999999999993
Masterworks 001,Andy Warhol,1 Colored Marilyn (Reversal Series),17.37,-13.2%,03/31/22,288,12,24.0,-27.624999999999993
Masterworks 015,Banksy,Monkey Poison,33.77,68.9%,03/31/22,46.66,1,46.66,-27.62537505357907
Masterworks 015,Banksy,Monkey Poison,33.77,68.9%,03/31/22,46.66,1,46.66,-27.62537505357907
Masterworks 015,Banksy,Monkey Poison,33.77,68.9%,03/31/22,46.66,1,46.66,-27.62537505357907
Masterworks 015,Banksy,Monkey Poison,33.77,68.9%,03/31/22,46.66,1,46.66,-27.62537505357907
Masterworks 015,Banksy,Monkey Poison,33.77,68.9%,03/31/22,46.66,1,46.66,-27.62537505357907
Masterworks 015,Banksy,Monkey Poison,33.77,68.9%,03/31/22,46.66,1,46.66,-27.62537505357907
Masterworks 018,Keith Haring,Untitled,21.7,8.5%,03/31/22,150,5,30.0,-27.666666666666668
Masterworks 018,Keith Haring,Untitled,21.7,8.5%,03/31/22,150,5,30.0,-27.666666666666668
Masterworks 018,Keith Haring,Untitled,21.7,8.5%,03/31/22,"2,250",75,30.0,-27.666666666666668
Masterworks 018,Keith Haring,Untitled,21.7,8.5%,03/31/22,"1,500",50,30.0,-27.666666666666668
Masterworks 018,Keith Haring,Untitled,21.7,8.5%,03/31/22,"1,500",50,30.0,-27.666666666666668
Masterworks 005,Alex Katz,Maxine,20.97,4.9%,03/31/22,"2,900",100,29.0,-27.689655172413797
Masterworks 015,Banksy,Monkey Poison,33.77,68.9%,03/31/22,"25,245",540,46.75,-27.764705882352935
Masterworks 047,George Condo,Listening to Voices,22.97,14.9%,03/31/22,160,5,32.0,-28.218750000000004
Masterworks 071,Andy Warhol,Dollar Sign,20.0,0,0,140,5,28.0,-28.57142857142857
Masterworks 071,Andy Warhol,Dollar Sign,20.0,0,0,28,1,28.0,-28.57142857142857
Masterworks 001,Andy Warhol,1 Colored Marilyn (Reversal Series),17.37,-13.2%,03/31/22,612.50,25,24.5,-29.102040816326525
Masterworks 046,Carmen Herrera,Green and Orange,19.82,-0.9%,03/31/22,391.86,14,27.99,-29.188996070025002
Masterworks 046,Carmen Herrera,Green and Orange,19.82,-0.9%,03/31/22,"14,000",500,28.0,-29.214285714285715
Masterworks 015,Banksy,Monkey Poison,33.77,68.9%,03/31/22,47.77,1,47.77,-29.307096504082057
Masterworks 015,Banksy,Monkey Poison,33.77,68.9%,03/31/22,47.77,1,47.77,-29.307096504082057
Masterworks 019,Zao Wou-Ki,15.6.64,19.78,-1.1%,03/31/22,140,5,28.0,-29.357142857142854
Masterworks 044,Jean-Michel Basquiat,Mississippi,25.39,27.0%,03/31/22,180,5,36.0,-29.47222222222222
Masterworks 040,Adrian Ghenie,Lidless Eyes,19.73,-1.4%,03/31/22,"4,200",150,28.0,-29.53571428571428
Masterworks 040,Adrian Ghenie,Lidless Eyes,19.73,-1.4%,03/31/22,"14,000",500,28.0,-29.53571428571428
Masterworks 004,Jonas Wood,Hammer 5,21.08,5.4%,03/31/22,"1,500",50,30.0,-29.733333333333338
Masterworks 014,Joan Mitchell,Rhubarb,24.49,22.5%,03/31/22,175,5,35.0,-30.028571428571432
Masterworks 029,George Condo,The Age of Reason,22.39,12.0%,03/31/22,"16,000",500,32.0,-30.03125
Masterworks 029,George Condo,The Age of Reason,22.39,12.0%,03/31/22,800,25,32.0,-30.03125
Masterworks 027,Pierre Soulages,Peinture 181 x 91 cm,20.99,5.0%,03/31/22,300,10,30.0,-30.03333333333334
Masterworks 027,Pierre Soulages,Peinture 181 x 91 cm,20.99,5.0%,03/31/22,300,10,30.0,-30.03333333333334
Masterworks 042,Jean-Michel Basquiat,Dark Milk,24.48,22.4%,03/31/22,"35,000","1,000",35.0,-30.057142857142853
Masterworks 008,Kaws,Far Away Friends,20.95,4.8%,03/31/22,600,20,30.0,-30.166666666666668
Masterworks 002,Claude Monet,Coup de vent,22.28,11.4%,03/31/22,160,5,32.0,-30.374999999999996
Masterworks 048,Gunther Forg,Untitled,22.32,11.6%,03/31/22,160.60,5,32.12,-30.51058530510585
Masterworks 001,Andy Warhol,1 Colored Marilyn (Reversal Series),17.37,-13.2%,03/31/22,125,5,25.0,-30.519999999999996
Masterworks 001,Andy Warhol,1 Colored Marilyn (Reversal Series),17.37,-13.2%,03/31/22,"1,250",50,25.0,-30.519999999999996
Masterworks 001,Andy Warhol,1 Colored Marilyn (Reversal Series),17.37,-13.2%,03/31/22,200,8,25.0,-30.519999999999996
Masterworks 030,Jean-Michel Basquiat,Loin,27.77,38.9%,03/31/22,200,5,40.0,-30.575000000000003
Masterworks 030,Jean-Michel Basquiat,Loin,27.77,38.9%,03/31/22,200,5,40.0,-30.575000000000003
Masterworks 030,Jean-Michel Basquiat,Loin,27.77,38.9%,03/31/22,"10,000",250,40.0,-30.575000000000003
Masterworks 030,Jean-Michel Basquiat,Loin,27.77,38.9%,03/31/22,200,5,40.0,-30.575000000000003
Masterworks 071,Andy Warhol,Dollar Sign,20.0,0,0,29,1,29.0,-31.03448275862069
Masterworks 015,Banksy,Monkey Poison,33.77,68.9%,03/31/22,245,5,49.0,-31.08163265306122
Masterworks 015,Banksy,Monkey Poison,33.77,68.9%,03/31/22,245,5,49.0,-31.08163265306122
Masterworks 017,Andy Warhol,Little Electric Chair,20.67,3.4%,03/31/22,"1,500",50,30.0,-31.099999999999994
Masterworks 017,Andy Warhol,Little Electric Chair,20.67,3.4%,03/31/22,"3,000",100,30.0,-31.099999999999994
Masterworks 017,Andy Warhol,Little Electric Chair,20.67,3.4%,03/31/22,600,20,30.0,-31.099999999999994
Masterworks 028,Cecily Brown,There is a Land of Pure Delight,30.24,51.2%,03/31/22,220,5,44.0,-31.272727272727273
Masterworks 036,Jean-Michel Basquiat,Untitled (Bracco di Ferro),26.09,30.5%,03/31/22,190,5,38.0,-31.342105263157894
Masterworks 041,Gerhard Richter,Ziege,23.98,19.9%,03/31/22,175,5,35.0,-31.485714285714284
Masterworks 057,Sam Gilliam,Through,19.82,-0.9%,03/31/22,638,22,29.0,-31.655172413793103
Masterworks 013,Kaws,Companion (Detail of Crowd Shot),20.48,2.4%,03/31/22,300,10,30.0,-31.73333333333333
Masterworks 013,Kaws,Companion (Detail of Crowd Shot),20.48,2.4%,03/31/22,"3,750",125,30.0,-31.73333333333333
Masterworks 013,Kaws,Companion (Detail of Crowd Shot),20.48,2.4%,03/31/22,150,5,30.0,-31.73333333333333
Masterworks 013,Kaws,Companion (Detail of Crowd Shot),20.48,2.4%,03/31/22,750,25,30.0,-31.73333333333333
Masterworks 051,Sam Gilliam,Reaching,19.79,-1.1%,03/31/22,"1,450",50,29.0,-31.758620689655174
Masterworks 006,Jean-Michel Basquiat,The Mosque,20.46,2.3%,03/31/22,150,5,30.0,-31.799999999999994
Masterworks 006,Jean-Michel Basquiat,The Mosque,20.46,2.3%,03/31/22,"1,500",50,30.0,-31.799999999999994
Masterworks 006,Jean-Michel Basquiat,The Mosque,20.46,2.3%,03/31/22,750,25,30.0,-31.799999999999994
Masterworks 035,Alex Katz,Grey Ribbon,19.69,-1.6%,03/31/22,290,10,29.0,-32.103448275862064
Masterworks 038,Yayoi Kusama,Pumpkin,21.74,8.7%,03/31/22,160.60,5,32.12,-32.31631382316314
Masterworks 051,Sam Gilliam,Reaching,19.79,-1.1%,03/31/22,878.70,30,29.29,-32.434277910549675
Masterworks 015,Banksy,Monkey Poison,33.77,68.9%,03/31/22,50,1,50.0,-32.459999999999994
Masterworks 002,Claude Monet,Coup de vent,22.28,11.4%,03/31/22,"3,663",111,33.0,-32.484848484848484
Masterworks 025,George Condo,Gargantua,26.84,34.2%,03/31/22,"1,800",45,40.0,-32.9
Masterworks 053,Christopher Wool,Untitled,20.0,0,0,60,2,30.0,-33.33333333333333
Masterworks 071,Andy Warhol,Dollar Sign,20.0,0,0,150,5,30.0,-33.33333333333333
Masterworks 071,Andy Warhol,Dollar Sign,20.0,0,0,30,1,30.0,-33.33333333333333
Masterworks 053,Christopher Wool,Untitled,20.0,0,0,"7,500",250,30.0,-33.33333333333333
Masterworks 060,Chu Teh-Chun,Atmosphere Hivernale,20.0,0,0,150,5,30.0,-33.33333333333333
Masterworks 022,Cecily Brown,Lured,29.91,49.6%,03/31/22,135,3,45.0,-33.53333333333333
Masterworks 056,Yayoi Kusama,Untitled,19.82,-0.9%,03/31/22,149.95,5,29.99,-33.91130376792263
Masterworks 057,Sam Gilliam,Through,19.82,-0.9%,03/31/22,150,5,30.0,-33.93333333333333
Masterworks 046,Carmen Herrera,Green and Orange,19.82,-0.9%,03/31/22,150,5,30.0,-33.93333333333333
Masterworks 056,Yayoi Kusama,Untitled,19.82,-0.9%,03/31/22,300,10,30.0,-33.93333333333333
Masterworks 049,Chu Teh-Chun,Printemps Hivernal ,19.79,-1.1%,03/31/22,150,5,30.0,-34.03333333333334
Masterworks 051,Sam Gilliam,Reaching,19.79,-1.1%,03/31/22,"2,250",75,30.0,-34.03333333333334
Masterworks 051,Sam Gilliam,Reaching,19.79,-1.1%,03/31/22,30,1,30.0,-34.03333333333334
Masterworks 051,Sam Gilliam,Reaching,19.79,-1.1%,03/31/22,"14,400",480,30.0,-34.03333333333334
Masterworks 019,Zao Wou-Ki,15.6.64,19.78,-1.1%,03/31/22,"1,500",50,30.0,-34.06666666666666
Masterworks 019,Zao Wou-Ki,15.6.64,19.78,-1.1%,03/31/22,150,5,30.0,-34.06666666666666
Masterworks 035,Alex Katz,Grey Ribbon,19.69,-1.6%,03/31/22,"1,500",50,30.0,-34.36666666666666
Masterworks 035,Alex Katz,Grey Ribbon,19.69,-1.6%,03/31/22,750,25,30.0,-34.36666666666666
Masterworks 020,Gunther Forg,Untitled,19.58,-2.1%,03/31/22,450,15,30.0,-34.73333333333334
Masterworks 036,Jean-Michel Basquiat,Untitled (Bracco di Ferro),26.09,30.5%,03/31/22,"10,000",250,40.0,-34.775
Masterworks 036,Jean-Michel Basquiat,Untitled (Bracco di Ferro),26.09,30.5%,03/31/22,"10,000",250,40.0,-34.775
Masterworks 036,Jean-Michel Basquiat,Untitled (Bracco di Ferro),26.09,30.5%,03/31/22,200,5,40.0,-34.775
Masterworks 036,Jean-Michel Basquiat,Untitled (Bracco di Ferro),26.09,30.5%,03/31/22,"10,000",250,40.0,-34.775
Masterworks 044,Jean-Michel Basquiat,Mississippi,25.39,27.0%,03/31/22,78,2,39.0,-34.8974358974359
Masterworks 002,Claude Monet,Coup de vent,22.28,11.4%,03/31/22,"3,500",100,35.0,-36.342857142857135
Masterworks 002,Claude Monet,Coup de vent,22.28,11.4%,03/31/22,350,10,35.0,-36.342857142857135
Masterworks 002,Claude Monet,Coup de vent,22.28,11.4%,03/31/22,700,20,35.0,-36.342857142857135
Masterworks 036,Jean-Michel Basquiat,Untitled (Bracco di Ferro),26.09,30.5%,03/31/22,82,2,41.0,-36.36585365853659
Masterworks 044,Jean-Michel Basquiat,Mississippi,25.39,27.0%,03/31/22,80,2,40.0,-36.525
Masterworks 001,Andy Warhol,1 Colored Marilyn (Reversal Series),17.37,-13.2%,03/31/22,137.50,5,27.5,-36.836363636363636
Masterworks 036,Jean-Michel Basquiat,Untitled (Bracco di Ferro),26.09,30.5%,03/31/22,84,2,42.0,-37.88095238095238
Masterworks 001,Andy Warhol,1 Colored Marilyn (Reversal Series),17.37,-13.2%,03/31/22,140,5,28.0,-37.96428571428571
Masterworks 018,Keith Haring,Untitled,21.7,8.5%,03/31/22,525,15,35.0,-38.0
Masterworks 046,Carmen Herrera,Green and Orange,19.82,-0.9%,03/31/22,"1,376",43,32.0,-38.0625
Masterworks 002,Claude Monet,Coup de vent,22.28,11.4%,03/31/22,180,5,36.0,-38.11111111111111
Masterworks 040,Adrian Ghenie,Lidless Eyes,19.73,-1.4%,03/31/22,160.60,5,32.12,-38.57409713574096
Masterworks 037,Keith Haring,Untitled,19.73,-1.4%,03/31/22,160.60,5,32.12,-38.57409713574096
Masterworks 011,Pierre Soulages,Peinture 102 x 130 cm,24.5,22.5%,03/31/22,200,5,40.0,-38.75
Masterworks 011,Pierre Soulages,Peinture 102 x 130 cm,24.5,22.5%,03/31/22,200,5,40.0,-38.75
